Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
17,68,Medium,Postgraduate,65,2,0.5,0,5,-3,5,False,18.5
14,95,Low,High School,68,1,2.0,12,15,-6,27,True,32.0
16,73,High,Postgraduate,67,3,0.5,12,5,-4,17,False,14.666666666666666
19,100,High,High School,70,3,0.5,12,5,-1,17,False,5.666666666666667
26,66,Medium,High School,68,2,0.5,0,5,6,5,False,19.5
21,81,Low,College,69,1,0.5,12,5,1,17,False,36.0
22,92,Low,Postgraduate,70,1,0.5,12,5,2,17,False,25.0
13,77,Low,College,67,1,1.0,12,10,-7,22,False,45.0
15,79,Low,College,70,1,0.5,12,5,-5,17,False,38.0
31,99,High,Postgraduate,74,3,1.0,12,10,11,22,False,7.666666666666667
16,77,Low,High School,63,1,0.5,12,5,-4,17,False,40.0
30,84,Low,High School,72,1,0.5,12,5,10,17,False,33.0
19,62,Low,Postgraduate,62,1,0.5,0,5,-1,5,False,43.0
20,94,Low,Postgraduate,71,1,0.5,0,5,0,5,False,11.0
26,86,Low,High School,68,1,1.0,0,10,6,10,False,24.0
28,76,High,High School,72,3,0.5,12,5,8,17,False,13.666666666666666
19,61,High,Postgraduate,64,3,1.0,12,10,-1,22,False,20.333333333333332
18,84,Medium,High School,64,2,1.0,0,10,-2,10,False,13.0
20,61,Low,High School,63,1,0.5,12,5,0,17,False,56.0
22,60,Medium,College,66,2,1.0,12,10,2,22,False,31.0
25,85,High,College,71,3,0.5,12,5,5,17,False,10.666666666666666
20,68,High,College,70,3,0.5,12,5,0,17,False,16.333333333333332
24,68,Medium,High School,67,2,1.0,12,10,4,22,False,27.0
30,86,Low,College,73,1,0.5,12,5,10,17,False,31.0
22,62,High,High School,64,3,0.5,12,5,2,17,False,18.333333333333332
22,73,Medium,Postgraduate,65,2,1.0,0,10,2,10,False,18.5
11,66,Medium,High School,62,2,2.0,12,15,-9,27,True,30.5
4,83,Low,College,64,1,0.5,0,5,-16,5,False,22.0
22,86,Low,College,67,1,1.0,0,10,2,10,False,24.0
19,89,Medium,Postgraduate,74,2,0.5,0,5,-1,5,False,8.0
17,70,Low,College,63,1,2.0,0,15,-3,15,False,45.0
21,64,Medium,High School,64,2,0.5,12,5,1,17,False,26.5
20,63,Medium,Postgraduate,64,2,1.0,0,10,0,10,False,23.5
27,77,High,College,70,3,0.5,0,5,7,5,False,9.333333333333334
21,98,Low,High School,71,1,1.0,12,10,1,22,False,24.0
16,69,Medium,College,63,2,1.0,12,10,-4,22,False,26.5
19,64,High,High School,65,3,0.5,12,5,-1,17,False,17.666666666666668
23,84,Medium,College,70,2,1.0,0,10,3,10,False,13.0
17,87,Low,College,65,1,1.0,12,10,-3,22,False,35.0
16,86,Medium,High School,68,2,0.5,12,5,-4,17,False,15.5
21,94,Medium,High School,72,2,0.5,0,5,1,5,False,5.5
20,79,Medium,High School,67,2,1.0,12,10,0,22,False,21.5
23,65,High,High School,65,3,0.5,0,5,3,5,False,13.333333333333334
18,72,High,Postgraduate,66,3,0.5,0,5,-2,5,False,11.0
9,86,Low,College,67,1,2.0,0,15,-11,15,False,29.0
17,85,Medium,Postgraduate,65,2,0.5,0,5,-3,5,False,10.0
25,81,Medium,High School,68,2,0.5,0,5,5,5,False,12.0
18,87,Medium,High School,68,2,0.5,0,5,-2,5,False,9.0
19,85,High,College,69,3,1.0,12,10,-1,22,False,12.333333333333334
26,95,Medium,Postgraduate,71,2,0.5,12,5,6,17,False,11.0
16,83,Low,Postgraduate,64,1,1.0,12,10,-4,22,False,39.0
19,70,Low,High School,64,1,0.5,0,5,-1,5,False,35.0
17,87,Low,Postgraduate,67,1,1.0,12,10,-3,22,False,35.0
14,96,Medium,College,70,2,0.5,0,5,-6,5,False,4.5
19,75,Low,High School,66,1,1.0,0,10,-1,10,False,35.0
23,91,Medium,High School,70,2,0.5,0,5,3,5,False,7.0
20,89,High,High School,70,3,1.0,12,10,0,22,False,11.0
22,62,High,College,64,3,0.5,12,5,2,17,False,18.333333333333332
31,83,Low,College,71,1,0.5,12,5,11,17,False,34.0
18,65,Medium,High School,63,2,2.0,12,15,-2,27,True,31.0
22,99,Medium,College,72,2,0.5,12,5,2,17,False,9.0
17,92,Medium,College,72,2,1.0,0,10,-3,10,False,9.0
15,64,Low,High School,61,1,0.5,12,5,-5,17,False,53.0
16,65,Low,High School,63,1,0.5,12,5,-4,17,False,52.0
17,84,Medium,College,67,2,1.0,0,10,-3,10,False,13.0
22,74,Medium,High School,67,2,0.5,12,5,2,17,False,21.5
34,61,Medium,High School,65,2,1.0,0,10,14,10,False,24.5
16,82,Medium,High School,64,2,0.5,0,5,-4,5,False,11.5
18,76,High,Postgraduate,69,3,0.5,0,5,-2,5,False,9.666666666666666
20,64,High,College,65,3,1.0,0,10,0,10,False,15.333333333333334
22,92,Low,Postgraduate,71,1,0.5,0,5,2,5,False,13.0
22,97,Medium,High School,70,2,0.5,12,5,2,17,False,10.0
28,90,Medium,College,98,2,1.0,12,10,8,22,False,16.0
5,93,Low,College,65,1,0.5,12,5,-15,17,False,24.0
6,69,Medium,Postgraduate,63,2,0.5,12,5,-14,17,False,24.0
17,71,Low,High School,61,1,1.0,12,10,-3,22,False,51.0
27,68,Low,College,67,1,1.0,12,10,7,22,False,54.0
11,91,Low,Postgraduate,64,1,0.5,0,5,-9,5,False,14.0
2,98,Low,High School,65,1,0.5,0,5,-18,5,False,7.0
23,89,Medium,Postgraduate,73,2,1.0,12,10,3,22,False,16.5
21,95,Low,High School,69,1,0.5,12,5,1,17,False,22.0
13,86,Medium,High School,67,2,0.5,0,5,-7,5,False,9.5
14,76,High,College,63,3,2.0,0,15,-6,15,False,13.0
14,77,Medium,College,67,2,0.5,12,5,-6,17,False,20.0
21,63,High,High School,66,3,0.5,12,5,1,17,False,18.0
16,61,Low,College,64,1,1.0,12,10,-4,22,False,61.0
23,88,Low,High School,68,1,1.0,12,10,3,22,False,34.0
3,78,High,High School,61,3,1.0,0,10,-17,10,False,10.666666666666666
15,82,High,College,66,3,0.5,12,5,-5,17,False,11.666666666666666
13,82,Low,High School,65,1,0.5,12,5,-7,17,False,35.0
18,71,Medium,College,65,2,1.0,12,10,-2,22,False,25.5
17,79,Medium,Postgraduate,67,2,0.5,0,5,-3,5,False,13.0
25,79,Medium,Postgraduate,68,2,1.0,12,10,5,22,False,21.5
9,76,Medium,College,63,2,0.5,12,5,-11,17,False,20.5
20,93,Low,College,70,1,1.0,0,10,0,10,False,17.0
23,78,Low,High School,68,1,0.5,0,5,3,5,False,27.0
31,84,Low,High School,69,1,0.5,0,5,11,5,False,21.0
17,96,Low,College,67,1,0.5,12,5,-3,17,False,21.0
22,95,Low,High School,69,1,1.0,0,10,2,10,False,15.0
9,96,Low,High School,65,1,0.5,12,5,-11,17,False,21.0
6,71,Low,High School,61,1,1.0,12,10,-14,22,False,51.0
25,61,Low,College,65,1,0.5,12,5,5,17,False,56.0
20,70,Medium,Postgraduate,67,2,0.5,12,5,0,17,False,23.5
27,71,Low,High School,66,1,1.0,12,10,7,22,False,51.0
12,96,High,Postgraduate,69,3,0.5,0,5,-8,5,False,3.0
23,86,Medium,College,71,2,0.5,12,5,3,17,False,15.5
31,63,High,High School,68,3,0.5,0,5,11,5,False,14.0
23,65,Medium,High School,65,2,1.0,0,10,3,10,False,22.5
22,66,Low,Postgraduate,64,1,2.0,0,15,2,15,False,49.0
20,85,High,College,68,3,0.5,0,5,0,5,False,6.666666666666667
11,89,Low,High School,64,1,0.5,0,5,-9,5,False,16.0
28,94,Low,High School,71,1,0.5,0,5,8,5,False,11.0
16,98,Low,Postgraduate,70,1,1.0,0,10,-4,10,False,12.0
23,68,Medium,Postgraduate,68,2,0.5,12,5,3,17,False,24.5
11,72,Medium,High School,63,2,1.0,12,10,-9,22,False,25.0
13,70,Low,High School,61,1,0.5,12,5,-7,17,False,47.0
29,74,Medium,College,66,2,1.0,0,10,9,10,False,18.0
18,97,High,College,75,3,0.5,12,5,-2,17,False,6.666666666666667
29,83,Medium,High School,71,2,2.0,12,15,9,27,True,22.0
20,90,Low,College,69,1,0.5,12,5,0,17,False,27.0
9,80,Low,High School,62,1,0.5,0,5,-11,5,False,25.0
25,61,Medium,High School,65,2,1.0,0,10,5,10,False,24.5
16,63,Low,College,61,1,1.0,0,10,-4,10,False,47.0
24,82,Medium,High School,69,2,0.5,0,5,4,5,False,11.5
20,89,Medium,Postgraduate,66,2,2.0,12,15,0,27,True,19.0
11,69,Low,High School,64,1,0.5,12,5,-9,17,False,48.0
21,89,Medium,High School,69,2,0.5,12,5,1,17,False,14.0
33,92,High,High School,78,3,0.5,12,5,13,17,False,8.333333333333334
23,76,Medium,High School,68,2,0.5,12,5,3,17,False,20.5
26,76,Medium,High School,68,2,0.5,12,5,6,17,False,20.5
21,87,Medium,Postgraduate,68,2,0.5,12,5,1,17,False,15.0
21,91,High,College,69,3,0.5,0,5,1,5,False,4.666666666666667
13,100,Medium,College,68,2,0.5,12,5,-7,17,False,8.5
21,74,Low,College,80,1,2.0,12,15,1,27,True,53.0
26,76,Low,High School,67,1,1.0,12,10,6,22,False,46.0
15,67,High,Postgraduate,64,3,0.5,12,5,-5,17,False,16.666666666666668
29,68,Medium,Postgraduate,64,2,0.5,0,5,9,5,False,18.5
19,88,Medium,High School,68,2,2.0,12,15,-1,27,True,19.5
15,97,Medium,High School,67,2,0.5,0,5,-5,5,False,4.0
26,76,Medium,Postgraduate,65,2,0.5,0,5,6,5,False,14.5
18,67,Medium,High School,66,2,0.5,12,5,-2,17,False,25.0
25,71,Medium,Postgraduate,67,2,0.5,12,5,5,17,False,23.0
18,78,High,College,64,3,1.0,0,10,-2,10,False,10.666666666666666
20,72,Low,Postgraduate,66,1,0.5,12,5,0,17,False,45.0
23,69,Medium,College,63,2,2.0,12,15,3,27,True,29.0
22,89,Medium,High School,71,2,0.5,0,5,2,5,False,8.0
8,60,Low,Postgraduate,62,1,0.5,12,5,-12,17,False,57.0
13,82,Low,College,64,1,2.0,0,15,-7,15,False,33.0
26,92,Medium,Postgraduate,72,2,1.0,12,10,6,22,False,15.0
19,71,Low,High School,65,1,1.0,12,10,-1,22,False,51.0
17,84,Medium,College,67,2,0.5,0,5,-3,5,False,10.5
12,87,Low,College,65,1,1.0,12,10,-8,22,False,35.0
14,86,Low,High School,63,1,0.5,12,5,-6,17,False,31.0
8,78,High,High School,65,3,0.5,0,5,-12,5,False,9.0
19,74,Low,Postgraduate,67,1,1.0,12,10,-1,22,False,48.0
16,93,High,High School,67,3,1.0,12,10,-4,22,False,9.666666666666666
14,90,Medium,College,65,2,1.0,12,10,-6,22,False,16.0
20,73,Low,High School,64,1,1.0,12,10,0,22,False,49.0
22,64,Medium,High School,64,2,0.5,0,5,2,5,False,20.5
33,63,Medium,High School,69,2,0.5,12,5,13,17,False,27.0
11,64,High,High School,60,3,1.0,0,10,-9,10,False,15.333333333333334
27,83,Low,High School,70,1,0.5,12,5,7,17,False,34.0
26,62,Medium,High School,66,2,0.5,0,5,6,5,False,21.5
15,73,Medium,College,66,2,0.5,12,5,-5,17,False,22.0
21,90,Medium,College,68,2,0.5,0,5,1,5,False,7.5
21,91,Medium,Postgraduate,70,2,0.5,12,5,1,17,False,13.0
29,90,Medium,High School,72,2,0.5,12,5,9,17,False,13.5
24,70,High,High School,64,3,1.0,12,10,4,22,False,17.333333333333332
17,90,Low,High School,67,1,2.0,0,15,-3,15,False,25.0
11,76,Medium,High School,64,2,0.5,0,5,-9,5,False,14.5
19,68,High,High School,64,3,1.0,0,10,-1,10,False,14.0
27,81,High,College,72,3,0.5,12,5,7,17,False,12.0
11,97,Low,High School,66,1,0.5,12,5,-9,17,False,20.0
14,86,High,College,68,3,0.5,0,5,-6,5,False,6.333333333333333
21,67,Low,Postgraduate,95,1,0.5,12,5,1,17,False,50.0
14,87,Medium,College,64,2,1.0,12,10,-6,22,False,17.5
15,77,Medium,College,64,2,0.5,12,5,-5,17,False,20.0
17,84,High,High School,68,3,1.0,12,10,-3,22,False,12.666666666666666
12,89,High,College,67,3,0.5,12,5,-8,17,False,9.333333333333334
14,81,High,Postgraduate,67,3,1.0,0,10,-6,10,False,9.666666666666666
24,93,Medium,High School,71,2,1.0,12,10,4,22,False,14.5
12,89,Low,High School,63,1,0.5,12,5,-8,17,False,28.0
10,85,Low,High School,66,1,0.5,12,5,-10,17,False,32.0
16,66,Low,Postgraduate,65,1,1.0,0,10,-4,10,False,44.0
24,93,Low,High School,68,1,0.5,12,5,4,17,False,24.0
19,97,High,High School,68,3,0.5,12,5,-1,17,False,6.666666666666667
17,65,Medium,High School,62,2,1.0,0,10,-3,10,False,22.5
20,80,High,Postgraduate,67,3,2.0,12,15,0,27,True,15.666666666666666
10,70,Medium,High School,65,2,1.0,12,10,-10,22,False,26.0
23,90,High,High School,71,3,0.5,12,5,3,17,False,9.0
22,89,High,College,71,3,0.5,12,5,2,17,False,9.333333333333334
18,66,Medium,High School,61,2,2.0,12,15,-2,27,True,30.5
26,95,Low,High School,70,1,0.5,0,5,6,5,False,10.0
13,67,Low,High School,60,1,0.5,12,5,-7,17,False,50.0
27,92,Low,Postgraduate,70,1,2.0,0,15,7,15,False,23.0
21,78,Low,College,67,1,0.5,0,5,1,5,False,27.0
18,73,Medium,Postgraduate,66,2,0.5,12,5,-2,17,False,22.0
20,66,Medium,High School,63,2,1.0,12,10,0,22,False,28.0
19,67,Low,Postgraduate,65,1,0.5,0,5,-1,5,False,38.0
27,86,High,Postgraduate,75,3,0.5,12,5,7,17,False,10.333333333333334
14,82,High,High School,66,3,0.5,0,5,-6,5,False,7.666666666666667
15,65,Low,College,61,1,0.5,0,5,-5,5,False,40.0
26,65,Low,Postgraduate,65,1,2.0,12,15,6,27,True,62.0
16,63,Low,Postgraduate,61,1,0.5,12,5,-4,17,False,54.0
25,90,Medium,College,73,2,0.5,12,5,5,17,False,13.5
30,88,High,College,73,3,0.5,12,5,10,17,False,9.666666666666666
18,62,Medium,College,63,2,1.0,12,10,-2,22,False,30.0
24,82,Medium,Postgraduate,67,2,1.0,0,10,4,10,False,14.0
13,63,Low,High School,62,1,0.5,12,5,-7,17,False,54.0
25,96,Medium,College,71,2,0.5,0,5,5,5,False,4.5
21,96,Low,High School,70,1,1.0,12,10,1,22,False,26.0
23,88,Medium,High School,70,2,0.5,0,5,3,5,False,8.5
16,97,Low,High School,69,1,0.5,0,5,-4,5,False,8.0
10,92,Low,College,66,1,0.5,0,5,-10,5,False,13.0
23,93,Medium,High School,72,2,0.5,12,5,3,17,False,12.0
8,83,Low,High School,63,1,2.0,12,15,-12,27,True,44.0
18,72,Medium,High School,65,2,1.0,12,10,-2,22,False,25.0
26,69,Medium,College,71,2,1.0,12,10,6,22,False,26.5
21,73,High,High School,66,3,1.0,0,10,1,10,False,12.333333333333334
32,85,High,High School,69,3,1.0,12,10,12,22,False,12.333333333333334
26,67,Medium,College,62,2,2.0,0,15,6,15,False,24.0
16,70,Medium,High School,66,2,0.5,0,5,-4,5,False,17.5
20,79,Low,High School,66,1,0.5,12,5,0,17,False,38.0
20,69,Medium,High School,64,2,1.0,12,10,0,22,False,26.5
14,97,Low,High School,68,1,0.5,12,5,-6,17,False,20.0
17,90,Medium,High School,68,2,0.5,0,5,-3,5,False,7.5
8,87,Low,High School,67,1,0.5,0,5,-12,5,False,18.0
20,83,High,College,67,3,0.5,12,5,0,17,False,11.333333333333334
19,80,Low,Postgraduate,68,1,0.5,12,5,-1,17,False,37.0
10,67,Medium,Postgraduate,65,2,0.5,12,5,-10,17,False,25.0
22,96,Low,College,74,1,1.0,12,10,2,22,False,26.0
24,70,Low,Postgraduate,85,1,1.0,12,10,4,22,False,52.0
21,64,Low,College,64,1,1.0,0,10,1,10,False,46.0
18,90,Medium,High School,67,2,1.0,12,10,-2,22,False,16.0
24,67,Medium,College,68,2,0.5,12,5,4,17,False,25.0
24,75,Medium,College,67,2,0.5,12,5,4,17,False,21.0
22,61,Medium,High School,65,2,0.5,0,5,2,5,False,22.0
15,65,Low,Postgraduate,63,1,2.0,12,15,-5,27,True,62.0
22,67,Low,Postgraduate,64,1,0.5,12,5,2,17,False,50.0
27,62,Low,College,62,1,1.0,12,10,7,22,False,60.0
16,86,Medium,Postgraduate,68,2,0.5,12,5,-4,17,False,15.5
33,93,Low,Postgraduate,75,1,2.0,12,15,13,27,True,34.0
17,75,Low,High School,63,1,0.5,0,5,-3,5,False,30.0
20,95,Low,College,68,1,1.0,12,10,0,22,False,27.0
16,69,Medium,Postgraduate,63,2,0.5,0,5,-4,5,False,18.0
21,73,Medium,College,68,2,0.5,0,5,1,5,False,16.0
10,66,Medium,High School,62,2,0.5,0,5,-10,5,False,19.5
17,85,Medium,College,67,2,2.0,12,15,-3,27,True,21.0
13,77,Low,High School,66,1,0.5,0,5,-7,5,False,28.0
21,85,Medium,High School,65,2,2.0,0,15,1,15,False,15.0
26,90,Low,Postgraduate,69,1,1.0,12,10,6,22,False,32.0
6,85,Low,Postgraduate,64,1,0.5,12,5,-14,17,False,32.0
32,97,High,College,75,3,0.5,12,5,12,17,False,6.666666666666667
22,72,Low,College,66,1,0.5,12,5,2,17,False,45.0
15,74,Medium,High School,62,2,2.0,0,15,-5,15,False,20.5
21,89,High,Postgraduate,70,3,2.0,0,15,1,15,False,8.666666666666666
21,84,Medium,High School,68,2,1.0,0,10,1,10,False,13.0
16,67,Medium,Postgraduate,66,2,0.5,12,5,-4,17,False,25.0
21,75,Low,High School,65,1,0.5,12,5,1,17,False,42.0
16,79,Medium,Postgraduate,68,2,2.0,12,15,-4,27,True,24.0
18,77,Medium,Postgraduate,68,2,0.5,0,5,-2,5,False,14.0
16,67,Medium,High School,62,2,1.0,12,10,-4,22,False,27.5
11,97,Low,College,66,1,0.5,12,5,-9,17,False,20.0
21,90,Low,Postgraduate,68,1,0.5,0,5,1,5,False,15.0
24,79,High,High School,69,3,1.0,0,10,4,10,False,10.333333333333334
23,87,High,High School,67,3,0.5,0,5,3,5,False,6.0
25,96,High,Postgraduate,74,3,0.5,12,5,5,17,False,7.0
22,65,Medium,High School,61,2,2.0,0,15,2,15,False,25.0
17,70,High,High School,64,3,1.0,0,10,-3,10,False,13.333333333333334
25,82,Low,High School,69,1,1.0,0,10,5,10,False,28.0
12,92,Medium,College,66,2,1.0,0,10,-8,10,False,9.0
15,61,Low,High School,61,1,0.5,0,5,-5,5,False,44.0
14,99,Medium,College,71,2,0.5,12,5,-6,17,False,9.0
26,78,Low,College,71,1,0.5,12,5,6,17,False,39.0
26,74,Low,College,69,1,0.5,0,5,6,5,False,31.0
23,72,Low,Postgraduate,66,1,0.5,12,5,3,17,False,45.0
26,67,Low,High School,64,1,1.0,12,10,6,22,False,55.0
15,92,High,Postgraduate,68,3,0.5,0,5,-5,5,False,4.333333333333333
22,98,Medium,High School,71,2,1.0,12,10,2,22,False,12.0
19,77,Medium,High School,66,2,0.5,12,5,-1,17,False,20.0
25,98,High,Postgraduate,94,3,0.5,12,5,5,17,False,6.333333333333333
19,93,Medium,High School,68,2,0.5,12,5,-1,17,False,12.0
18,79,Medium,College,66,2,1.0,0,10,-2,10,False,15.5
23,87,Medium,High School,70,2,0.5,0,5,3,5,False,9.0
25,77,Low,High School,68,1,0.5,0,5,5,5,False,28.0
20,62,Medium,High School,64,2,0.5,12,5,0,17,False,27.5
14,88,Low,College,69,1,0.5,12,5,-6,17,False,29.0
5,62,Low,College,59,1,2.0,0,15,-15,15,False,53.0
21,93,Medium,College,70,2,0.5,0,5,1,5,False,6.0
24,93,High,College,72,3,0.5,12,5,4,17,False,8.0
22,69,Medium,College,64,2,1.0,0,10,2,10,False,20.5
8,73,Medium,High School,63,2,0.5,0,5,-12,5,False,16.0
18,79,High,College,67,3,0.5,12,5,-2,17,False,12.666666666666666
7,84,Low,High School,62,1,0.5,12,5,-13,17,False,33.0
28,71,Low,Postgraduate,69,1,0.5,12,5,8,17,False,46.0
13,84,Medium,High School,66,2,0.5,12,5,-7,17,False,16.5
28,72,Low,High School,66,1,0.5,0,5,8,5,False,33.0
26,62,Low,College,63,1,0.5,0,5,6,5,False,43.0
15,60,High,High School,62,3,0.5,0,5,-5,5,False,15.0
13,64,Low,High School,58,1,1.0,0,10,-7,10,False,46.0
22,92,Medium,College,67,2,1.0,0,10,2,10,False,9.0
15,98,Low,College,68,1,1.0,12,10,-5,22,False,24.0
21,77,Low,College,67,1,0.5,0,5,1,5,False,28.0
17,81,Low,College,67,1,0.5,0,5,-3,5,False,24.0
9,66,Medium,College,62,2,0.5,0,5,-11,5,False,19.5
7,82,Medium,Postgraduate,66,2,1.0,12,10,-13,22,False,20.0
21,66,Low,High School,65,1,0.5,12,5,1,17,False,51.0
17,84,Low,College,67,1,0.5,12,5,-3,17,False,33.0
17,97,Medium,College,69,2,0.5,0,5,-3,5,False,4.0
24,68,Low,High School,67,1,0.5,12,5,4,17,False,49.0
27,91,Low,College,69,1,0.5,12,5,7,17,False,26.0
18,61,High,High School,62,3,0.5,0,5,-2,5,False,14.666666666666666
18,75,Low,Postgraduate,67,1,0.5,12,5,-2,17,False,42.0
23,64,Medium,High School,63,2,1.0,12,10,3,22,False,29.0
12,74,Low,College,65,1,0.5,0,5,-8,5,False,31.0
21,67,High,College,66,3,1.0,12,10,1,22,False,18.333333333333332
23,75,Medium,College,71,2,0.5,12,5,3,17,False,21.0
24,77,Medium,Postgraduate,70,2,0.5,12,5,4,17,False,20.0
8,72,Medium,High School,68,2,0.5,12,5,-12,17,False,22.5
15,86,Medium,High School,67,2,0.5,12,5,-5,17,False,15.5
15,97,High,High School,71,3,0.5,0,5,-5,5,False,2.6666666666666665
21,76,Low,High School,65,1,0.5,12,5,1,17,False,41.0
23,68,Low,Postgraduate,64,1,0.5,12,5,3,17,False,49.0
29,71,Low,College,69,1,0.5,12,5,9,17,False,46.0
17,94,Medium,High School,68,2,0.5,12,5,-3,17,False,11.5
17,83,Low,College,67,1,0.5,12,5,-3,17,False,34.0
27,78,Medium,Postgraduate,71,2,0.5,12,5,7,17,False,19.5
22,66,Medium,High School,64,2,0.5,12,5,2,17,False,25.5
28,78,Low,College,69,1,2.0,12,15,8,27,True,49.0
22,71,Medium,High School,68,2,0.5,12,5,2,17,False,23.0
13,98,Medium,Postgraduate,69,2,0.5,12,5,-7,17,False,9.5
12,95,Low,High School,67,1,1.0,0,10,-8,10,False,15.0
11,63,Low,College,58,1,1.0,12,10,-9,22,False,59.0
24,81,Medium,High School,66,2,2.0,12,15,4,27,True,23.0
27,69,High,High School,69,3,1.0,12,10,7,22,False,17.666666666666668
31,76,Low,College,70,1,1.0,12,10,11,22,False,46.0
25,95,Medium,High School,70,2,2.0,12,15,5,27,True,16.0
27,81,High,High School,70,3,0.5,12,5,7,17,False,12.0
17,73,Low,Postgraduate,66,1,1.0,0,10,-3,10,False,37.0
13,68,Medium,College,61,2,1.0,0,10,-7,10,False,21.0
25,92,Low,High School,71,1,1.0,12,10,5,22,False,30.0
21,79,Low,Postgraduate,69,1,0.5,12,5,1,17,False,38.0
22,69,Medium,High School,65,2,0.5,0,5,2,5,False,18.0
22,73,Medium,College,69,2,2.0,12,15,2,27,True,27.0
28,98,Low,College,74,1,0.5,12,5,8,17,False,19.0
28,81,Low,High School,71,1,1.0,12,10,8,22,False,41.0
23,76,Medium,College,68,2,0.5,0,5,3,5,False,14.5
25,81,Low,College,69,1,1.0,12,10,5,22,False,41.0
23,91,Medium,High School,68,2,2.0,12,15,3,27,True,18.0
17,74,Medium,High School,63,2,0.5,0,5,-3,5,False,15.5
25,67,High,High School,68,3,0.5,12,5,5,17,False,16.666666666666668
12,83,Low,College,67,1,0.5,12,5,-8,17,False,34.0
26,87,Medium,College,71,2,1.0,0,10,6,10,False,11.5
13,89,Low,Postgraduate,66,1,1.0,0,10,-7,10,False,21.0
22,95,Low,High School,69,1,0.5,0,5,2,5,False,10.0
15,75,Medium,College,68,2,0.5,12,5,-5,17,False,21.0
23,63,Low,College,63,1,1.0,0,10,3,10,False,47.0
20,98,Low,College,69,1,1.0,0,10,0,10,False,12.0
10,77,Low,College,66,1,0.5,12,5,-10,17,False,40.0
23,85,Low,College,71,1,0.5,12,5,3,17,False,32.0
17,87,Low,Postgraduate,68,1,1.0,0,10,-3,10,False,23.0
25,82,High,High School,69,3,0.5,12,5,5,17,False,11.666666666666666
20,68,Medium,High School,65,2,2.0,12,15,0,27,True,29.5
22,90,Low,College,68,1,0.5,12,5,2,17,False,27.0
14,92,Low,College,67,1,1.0,12,10,-6,22,False,30.0
16,82,Medium,High School,65,2,0.5,0,5,-4,5,False,11.5
17,80,Low,Postgraduate,65,1,2.0,12,15,-3,27,True,47.0
25,65,Low,College,64,1,0.5,12,5,5,17,False,52.0
30,63,Low,High School,69,1,0.5,0,5,10,5,False,42.0
15,74,Low,High School,64,1,0.5,0,5,-5,5,False,31.0
26,72,High,College,66,3,1.0,0,10,6,10,False,12.666666666666666
7,98,Medium,College,65,2,0.5,12,5,-13,17,False,9.5
13,91,Medium,High School,69,2,0.5,12,5,-7,17,False,13.0
14,86,Medium,High School,66,2,0.5,12,5,-6,17,False,15.5
12,81,Low,High School,64,1,0.5,12,5,-8,17,False,36.0
10,67,Medium,High School,61,2,0.5,12,5,-10,17,False,25.0
22,99,Medium,College,72,2,0.5,0,5,2,5,False,3.0
19,75,Medium,Postgraduate,67,2,1.0,12,10,-1,22,False,23.5
22,64,Low,College,63,1,1.0,12,10,2,22,False,58.0
24,80,Medium,College,69,2,1.0,0,10,4,10,False,15.0
22,95,Medium,Postgraduate,70,2,2.0,12,15,2,27,True,16.0
24,95,Low,High School,71,1,0.5,12,5,4,17,False,22.0
20,60,Low,Postgraduate,60,1,1.0,12,10,0,22,False,62.0
13,95,Medium,Postgraduate,70,2,0.5,12,5,-7,17,False,11.0
26,71,Low,College,69,1,0.5,0,5,6,5,False,34.0
16,62,Medium,High School,63,2,0.5,0,5,-4,5,False,21.5
14,94,Medium,Postgraduate,69,2,0.5,12,5,-6,17,False,11.5
19,95,Medium,College,71,2,0.5,12,5,-1,17,False,11.0
15,84,Medium,High School,68,2,0.5,12,5,-5,17,False,16.5
17,83,Low,High School,64,1,1.0,0,10,-3,10,False,27.0
22,93,Medium,College,68,2,0.5,0,5,2,5,False,6.0
22,91,High,High School,69,3,0.5,12,5,2,17,False,8.666666666666666
15,96,Low,College,65,1,0.5,0,5,-5,5,False,9.0
17,82,Medium,College,68,2,0.5,12,5,-3,17,False,17.5
26,99,Medium,College,74,2,0.5,12,5,6,17,False,9.0
23,100,Low,Postgraduate,72,1,0.5,12,5,3,17,False,17.0
32,65,High,High School,67,3,0.5,0,5,12,5,False,13.333333333333334
27,94,Medium,High School,73,2,1.0,12,10,7,22,False,14.0
27,80,High,College,68,3,1.0,0,10,7,10,False,10.0
12,76,Medium,High School,61,2,0.5,12,5,-8,17,False,20.5
25,85,Low,High School,70,1,0.5,0,5,5,5,False,20.0
20,62,Medium,College,62,2,1.0,12,10,0,22,False,30.0
17,80,Medium,Postgraduate,67,2,0.5,12,5,-3,17,False,18.5
21,95,Low,Postgraduate,69,1,0.5,12,5,1,17,False,22.0
26,69,Medium,Postgraduate,93,2,0.5,0,5,6,5,False,18.0
23,77,Medium,High School,68,2,1.0,0,10,3,10,False,16.5
15,98,Low,College,69,1,0.5,12,5,-5,17,False,19.0
24,77,High,College,68,3,1.0,12,10,4,22,False,15.0
16,74,Medium,High School,64,2,0.5,0,5,-4,5,False,15.5
21,78,Medium,High School,69,2,0.5,12,5,1,17,False,19.5
18,81,Low,Postgraduate,66,1,0.5,0,5,-2,5,False,24.0
